,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs,Canonical SMILES
17,Acetaminophen,D000082,103-90-2,C1QB,713,mRNA,Mus musculus,10090.0,Acetaminophen affects the expression of C1QB mRNA,affects^expression,17562736,[{1983: 'CC(=O)NC1=CC=C(C=C1)O'}]
18,Aflatoxin B1,D016604,1162-65-8,C1QB,713,mRNA,Rattus norvegicus,10116.0,Aflatoxin B1 results in decreased expression of C1QB mRNA,decreases^expression,33354967,[{186907: 'COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1'}]
19,Amitrole,D000640,61-82-5,C1QB,713,mRNA,Rattus norvegicus,10116.0,Amitrole results in increased expression of C1QB mRNA,increases^expression,30047161,[{1639: 'C1=NNC(=N1)N'}]
20,Ammonium Chloride,D000643,12125-02-9,C1QB,713,mRNA,Rattus norvegicus,10116.0,Ammonium Chloride affects the expression of C1QB mRNA,affects^expression,16483693,[{25517: '[NH4+].[Cl-]'}]
21,"amphotericin B, deoxycholate drug combination",C059765,87687-70-5,C1QB,713,mRNA,Mus musculus,10090.0,"amphotericin B, deoxycholate drug combination results in increased expression of C1QB mRNA",increases^expression,22863853,[{23668620: 'C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O.C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C.[Na+]'}]
22,"Antigens, Dermatophagoides",D039741,,C1QB,713,mRNA,Mus musculus,10090.0,"[Particulate Matter co-treated with Antigens, Dermatophagoides] results in increased expression of C1QB mRNA",affects^cotreatment|increases^expression,34051097,
23,Antirheumatic Agents,D018501,,C1QB,713,mRNA,Homo sapiens,9606.0,Antirheumatic Agents results in decreased expression of C1QB mRNA,decreases^expression,24449571,
24,Arbutin,D001104,497-76-7,C1QB,713,mRNA,Homo sapiens,9606.0,Arbutin results in decreased expression of C1QB mRNA,decreases^expression,17103032,[{440936: 'C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O'}]
25,Arsenic Trioxide,D000077237,1327-53-3,C1QB,713,mRNA,Homo sapiens,9606.0,Arsenic Trioxide results in increased expression of C1QB mRNA,increases^expression,19128835,[{14888: '[O-2].[O-2].[O-2].[As+3].[As+3]'}]
26,Aza Compounds,D001372,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Aza Compounds results in decreased expression of C1QB mRNA,decreases^expression,20521778,
27,Aza Compounds,D001372,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Aza Compounds results in increased expression of C1QB mRNA,increases^expression,20521778,
28,AZM551248,C547126,,C1QB,713,mRNA,Canis lupus familiaris,9615.0,AZM551248 results in increased expression of C1QB mRNA,increases^expression,22323515,
29,Azoxymethane,D001397,25843-45-2,C1QB,713,mRNA,Mus musculus,10090.0,[titanium dioxide co-treated with Azoxymethane co-treated with Dextran Sulfate] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,29950665,[{33184: 'CN=[N+](C)[O-]'}]
30,Benzo(a)pyrene,D001564,50-32-8,C1QB,713,promoter,Homo sapiens,9606.0,Benzo(a)pyrene affects the methylation of C1QB promoter,affects^methylation,27901495,[{2336: 'C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3'}]
31,Benzo(a)pyrene,D001564,50-32-8,C1QB,713,3' UTR,Homo sapiens,9606.0,Benzo(a)pyrene results in increased methylation of C1QB 3' UTR,increases^methylation,27901495,
32,Benzo(a)pyrene,D001564,50-32-8,C1QB,713,mRNA,Mus musculus,10090.0,AHR protein affects the reaction [Benzo(a)pyrene affects the expression of C1QB mRNA],affects^expression|affects^reaction,22228805,
33,Benzo(a)pyrene,D001564,50-32-8,C1QB,713,mRNA,Mus musculus,10090.0,Benzo(a)pyrene results in decreased expression of C1QB mRNA,decreases^expression,19770486,
34,Benzo(a)pyrene,D001564,50-32-8,C1QB,713,mRNA,Mus musculus,10090.0,Benzo(a)pyrene results in increased expression of C1QB mRNA,increases^expression,22228805,
35,benzyloxycarbonylleucyl-leucyl-leucine aldehyde,C072553,,C1QB,713,mRNA,Mus musculus,10090.0,benzyloxycarbonylleucyl-leucyl-leucine aldehyde results in decreased expression of C1QB mRNA,decreases^expression,25566086,[{462382: 'CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1'}]
36,benzyloxycarbonylleucyl-leucyl-leucine aldehyde,C072553,,C1QB,713,mRNA,Mus musculus,10090.0,MYBPC3 protein affects the reaction [benzyloxycarbonylleucyl-leucyl-leucine aldehyde results in decreased expression of C1QB mRNA],affects^reaction|decreases^expression,25566086,
37,Bexarotene,D000077610,,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Bexarotene co-treated with Tamoxifen] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,17630414,[{82146: 'CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C'}]
38,Bexarotene,D000077610,,C1QB,713,mRNA,Rattus norvegicus,10116.0,Bexarotene results in increased expression of C1QB mRNA,increases^expression,16648578,
39,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,C1QB,713,mRNA,Mus musculus,10090.0,bis(4-hydroxyphenyl)sulfone results in increased expression of C1QB mRNA,increases^expression,30951980,[{6626: 'C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O'}]
40,bisphenol A,C006780,80-05-7,C1QB,713,mRNA,Danio rerio,7955.0,bisphenol A affects the expression of C1QB mRNA,affects^expression,21786754,[{6623: 'CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O'}]
41,bisphenol A,C006780,80-05-7,C1QB,713,mRNA,Mus musculus,10090.0,bisphenol A results in decreased expression of C1QB mRNA,decreases^expression,25594700,
42,bisphenol A,C006780,80-05-7,C1QB,713,promoter,Mus musculus,10090.0,bisphenol A results in decreased methylation of C1QB promoter,decreases^methylation,27312807,
43,bisphenol A,C006780,80-05-7,C1QB,713,mRNA,Pimephales promelas,90988.0,bisphenol A affects the expression of C1QB mRNA,affects^expression,21786754,
44,bisphenol A,C006780,80-05-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,bisphenol A affects the expression of C1QB mRNA,affects^expression,32145629,
45,bisphenol A,C006780,80-05-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,bisphenol A results in decreased expression of C1QB mRNA,decreases^expression,25181051,
46,bisphenol A,C006780,80-05-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,bisphenol A results in increased expression of C1QB mRNA,increases^expression,30816183|32528016,
47,bisphenol F,C000611646,,C1QB,713,mRNA,Mus musculus,10090.0,bisphenol F results in increased expression of C1QB mRNA,increases^expression,30951980,[{12111: 'C1=CC(=CC=C1CC2=CC=C(C=C2)O)O'}]
48,Bleomycin,D001761,11056-06-7,C1QB,713,mRNA,Mus musculus,10090.0,Bleomycin results in increased expression of C1QB mRNA,increases^expression,26345256,"[{5360373: 'CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O'}, {5460769: 'CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O'}, {84068: 'CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O'}, {456190: 'CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H](C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O'}, {155903698: 'CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)O[C@@H]3[C@@H]([C@@H]([C@H]([C@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)N[C@@H](C)[C@@H]([C@@H](C)C(=O)N[C@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O'}]"
49,Blood Glucose,D001786,,C1QB,713,mRNA,Mus musculus,10090.0,"[N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride co-treated with [Oxygen deficiency co-treated with Blood Glucose deficiency]] results in increased expression of C1QB mRNA",affects^cotreatment|increases^expression,19640911,
50,Buspirone,D002065,36505-84-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,Buspirone results in decreased expression of C1QB mRNA,decreases^expression,24136188,[{2477: 'C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4'}]
51,Cadmium,D002104,7440-43-9,C1QB,713,protein,Homo sapiens,9606.0,C1QB protein binds to Cadmium,affects^binding,23896426,[{23973: '[Cd]'}]
52,Cadmium Chloride,D019256,10108-64-2,C1QB,713,mRNA,Rattus norvegicus,10116.0,Cadmium Chloride results in decreased expression of C1QB mRNA,decreases^expression,25993096|33453195,[{24947: 'Cl[Cd]Cl'}]
53,Cadmium Chloride,D019256,10108-64-2,C1QB,713,promoter,Rattus norvegicus,10116.0,Cadmium Chloride results in decreased methylation of C1QB promoter,decreases^methylation,22457795,
54,Calcitriol,D002117,32222-06-3,C1QB,713,mRNA,Homo sapiens,9606.0,Calcitriol results in decreased expression of C1QB mRNA,decreases^expression,26485663,[{5280453: 'C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](C[C@@H](C3=C)O)O)C'}]
55,Captan,D002215,133-06-2,C1QB,713,mRNA,Mus musculus,10090.0,Captan results in decreased expression of C1QB mRNA,decreases^expression,31558096,[{8606: 'C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl'}]
56,Carbon Tetrachloride,D002251,56-23-5,C1QB,713,mRNA,Mus musculus,10090.0,Carbon Tetrachloride results in increased expression of C1QB mRNA,increases^expression,27339419|29987408|31919559,[{5943: 'C(Cl)(Cl)(Cl)Cl'}]
57,carbonyl sulfide,C010063,463-58-1,C1QB,713,mRNA,Rattus norvegicus,10116.0,carbonyl sulfide results in increased expression of C1QB mRNA,increases^expression,19395590,[{10039: 'C(=O)=S'}]
58,Cellulose,D002482,9004-34-6,C1QB,713,mRNA,Mus musculus,10090.0,[perfluorooctane sulfonic acid co-treated with Cellulose] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,36331819,[{16211032: 'C(C1[C@H](C(C(C(O1)O)O)O)O[C@H]2C(C(C(C(O2)CO)O)O)O)O'}]
59,Cholic Acids,D002793,,C1QB,713,mRNA,Homo sapiens,9606.0,[1-Naphthylisothiocyanate co-treated with Cholic Acids] affects the expression of C1QB mRNA,affects^cotreatment|affects^expression,27344345,
60,Cholic Acids,D002793,,C1QB,713,mRNA,Homo sapiens,9606.0,[Cyclosporine co-treated with Cholic Acids] affects the expression of C1QB mRNA,affects^cotreatment|affects^expression,27344345,
61,Choline,D002794,62-49-7,C1QB,713,mRNA,Mus musculus,10090.0,[Dietary Fats co-treated with Choline deficiency] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,29246445,[{305: 'C[N+](C)(C)CCO'}]
62,Choline,D002794,62-49-7,C1QB,713,mRNA,Mus musculus,10090.0,[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,20938992,
63,Choline,D002794,62-49-7,C1QB,713,mRNA,Mus musculus,10090.0,PANX1 gene mutant form inhibits the reaction [[Dietary Fats co-treated with Choline deficiency] results in increased expression of C1QB mRNA],affects^cotreatment|decreases^reaction|increases^expression,29246445,
64,CI 1044,C418118,,C1QB,713,mRNA,Rattus norvegicus,10116.0,CI 1044 results in increased expression of C1QB mRNA,increases^expression,17569694,[{9843744: 'C1CN2C(=O)[C@@H](N=C(C3=CC(=CC1=C32)N)C4=CC=CC=C4)NC(=O)C5=CN=CC=C5'}]
65,Clofibrate,D002994,637-07-0,C1QB,713,mRNA,Mus musculus,10090.0,Clofibrate results in decreased expression of C1QB mRNA,decreases^expression,23811191,[{2796: 'CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl'}]
66,Cuprizone,D003471,370-81-0,C1QB,713,mRNA,Rattus norvegicus,10116.0,Cuprizone results in increased expression of C1QB mRNA,increases^expression,27523638,[{9723: 'C1CCC(=NNC(=O)C(=O)NN=C2CCCCC2)CC1'}]
67,Curcumin,D003474,458-37-7,C1QB,713,mRNA,Mus musculus,10090.0,Curcumin inhibits the reaction [Trinitrobenzenesulfonic Acid results in increased expression of C1QB mRNA],decreases^reaction|increases^expression,18200517,[{969516: 'COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O'}]
68,cyanoginosin LR,C057862,,C1QB,713,mRNA,Aquarana catesbeiana,8400.0,cyanoginosin LR results in increased expression of C1QB mRNA,increases^expression,34863901,[{445434: 'C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C'}]
69,cyclonite,C009160,121-82-4,C1QB,713,mRNA,Rattus norvegicus,10116.0,cyclonite results in increased expression of C1QB mRNA,increases^expression,25559034,[{8490: 'C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]'}]
70,Cyclosporine,D016572,59865-13-3,C1QB,713,mRNA,Homo sapiens,9606.0,[Cyclosporine co-treated with Cholic Acids] affects the expression of C1QB mRNA,affects^cotreatment|affects^expression,27344345,"[{5284373: 'CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}, {6435893: 'CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}, {5280754: 'CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}, {24883466: 'CC[C@@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}, {5497195: 'CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@H]([C@H](C)C/C=C\\C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}, {25246316: 'CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)NC(C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}, {123134263: 'CC[C@@H]1C(=O)N(CC(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)NC(C(=O)N([C@@H](C(=O)N([C@@H](C(=O)N([C@@H](C(=O)N(C(C(=O)N1)C([C@@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C'}]"
71,Cyclosporine,D016572,59865-13-3,C1QB,713,mRNA,Rattus norvegicus,10116.0,Cyclosporine results in increased expression of C1QB mRNA,increases^expression,21865292,
72,cypermethrin,C017160,52315-07-8,C1QB,713,mRNA,Mus musculus,10090.0,cypermethrin results in increased expression of C1QB mRNA,increases^expression,35031408,[{2912: 'CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C'}]
73,decamethrin,C017180,52820-00-5,C1QB,713,mRNA,Mus musculus,10090.0,decamethrin results in increased expression of C1QB mRNA,increases^expression,37019170,[{40585: 'CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C'}]
74,Dextran Sulfate,D016264,9042-14-2,C1QB,713,mRNA,Mus musculus,10090.0,[titanium dioxide co-treated with Azoxymethane co-treated with Dextran Sulfate] results in decreased expression of C1QB mRNA,affects^cotreatment|decreases^expression,29950665,
75,Diclofenac,D004008,15307-86-5,C1QB,713,mRNA,Mus musculus,10090.0,Diclofenac results in increased expression of C1QB mRNA,increases^expression,26934552,[{3033: 'C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl'}]
76,Dietary Fats,D004041,,C1QB,713,mRNA,Mus musculus,10090.0,[Dietary Fats co-treated with Choline deficiency] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,29246445,
77,Dietary Fats,D004041,,C1QB,713,mRNA,Mus musculus,10090.0,Dietary Fats results in decreased expression of C1QB mRNA,decreases^expression,18042831,
78,Dietary Fats,D004041,,C1QB,713,mRNA,Mus musculus,10090.0,Dietary Fats results in increased expression of C1QB mRNA,increases^expression,22609946,
79,Dietary Fats,D004041,,C1QB,713,mRNA,Mus musculus,10090.0,PANX1 gene mutant form inhibits the reaction [[Dietary Fats co-treated with Choline deficiency] results in increased expression of C1QB mRNA],affects^cotreatment|decreases^reaction|increases^expression,29246445,
80,Diethylnitrosamine,D004052,55-18-5,C1QB,713,mRNA,Rattus norvegicus,10116.0,[Diethylnitrosamine co-treated with Thioacetamide] results in increased expression of C1QB mRNA,affects^cotreatment|increases^expression,28943392,[{5921: 'CCN(CC)N=O'}]
81,diisodecyl phthalate,C042080,26761-40-0,C1QB,713,mRNA,Mus musculus,10090.0,diisodecyl phthalate results in increased expression of C1QB mRNA,increases^expression,25270620,[{33599: 'CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C'}]
82,Dimethylnitrosamine,D004128,62-75-9,C1QB,713,mRNA,Rattus norvegicus,10116.0,Dimethylnitrosamine results in increased expression of C1QB mRNA,increases^expression,25380136,[{6124: 'CN(C)N=O'}]
83,Diuron,D004237,330-54-1,C1QB,713,mRNA,Rattus norvegicus,10116.0,Diuron results in decreased expression of C1QB mRNA,decreases^expression,25152437,[{3120: 'CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl'}]
84,doramapimod,C452139,,C1QB,713,mRNA,Mus musculus,10090.0,doramapimod results in decreased expression of C1QB mRNA,decreases^expression,21328587,[{156422: 'CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5'}]
85,Doxorubicin,D004317,23214-92-8,C1QB,713,mRNA,Rattus norvegicus,10116.0,Doxorubicin results in increased expression of C1QB mRNA,increases^expression,32289291,[{31703: 'C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O'}]
86,Endosulfan,D004726,115-29-7,C1QB,713,mRNA,Rattus norvegicus,10116.0,Endosulfan results in decreased expression of C1QB mRNA,decreases^expression,29391264,[{3224: 'C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl'}]
87,Estradiol,D004958,50-28-2,C1QB,713,mRNA,Mus musculus,10090.0,Estradiol affects the expression of C1QB mRNA,affects^expression,15598610,[{5757: 'C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O'}]
88,Estradiol,D004958,50-28-2,C1QB,713,mRNA,Mus musculus,10090.0,Estradiol results in increased expression of C1QB mRNA,increases^expression,19484750,
